terminal	axis	variant	rep	metric	value	unit
noa	throughput	ascii	1	inner_ns	1001103000	ns
noa	throughput	ascii	1	total_ns	1077309000	ns
noa	throughput	ascii	2	inner_ns	958045000	ns
noa	throughput	ascii	2	total_ns	1032042000	ns
noa	throughput	ascii	3	inner_ns	976985000	ns
noa	throughput	ascii	3	total_ns	1053381000	ns
noa	throughput	ascii	median	inner_ns	976985000	ns
noa	throughput	ascii	median	mib_per_s	153.5	mib_s
noa	throughput	unicode	1	inner_ns	923322000	ns
noa	throughput	unicode	1	total_ns	995081000	ns
noa	throughput	unicode	2	inner_ns	907662000	ns
noa	throughput	unicode	2	total_ns	976036000	ns
noa	throughput	unicode	3	inner_ns	928564000	ns
noa	throughput	unicode	3	total_ns	1011531000	ns
noa	throughput	unicode	median	inner_ns	923322000	ns
noa	throughput	unicode	median	mib_per_s	162.5	mib_s
ghostty	throughput	ascii	1	inner_ns	2065041000	ns
ghostty	throughput	ascii	1	total_ns	2317067000	ns
ghostty	throughput	ascii	2	inner_ns	2064453000	ns
ghostty	throughput	ascii	2	total_ns	2278355000	ns
ghostty	throughput	ascii	3	inner_ns	2022039000	ns
ghostty	throughput	ascii	3	total_ns	2237167000	ns
ghostty	throughput	ascii	median	inner_ns	2064453000	ns
ghostty	throughput	ascii	median	mib_per_s	72.7	mib_s
ghostty	throughput	unicode	1	inner_ns	1845055000	ns
ghostty	throughput	unicode	1	total_ns	2038960000	ns
ghostty	throughput	unicode	2	inner_ns	1853136000	ns
ghostty	throughput	unicode	2	total_ns	2057424000	ns
ghostty	throughput	unicode	3	inner_ns	1850792000	ns
ghostty	throughput	unicode	3	total_ns	2053076000	ns
ghostty	throughput	unicode	median	inner_ns	1850792000	ns
ghostty	throughput	unicode	median	mib_per_s	81.0	mib_s
termy	throughput	ascii	1	inner_ns	1043031000	ns
termy	throughput	ascii	1	total_ns	1240110000	ns
termy	throughput	ascii	2	inner_ns	1065918000	ns
termy	throughput	ascii	2	total_ns	1265396000	ns
termy	throughput	ascii	3	inner_ns	1077437000	ns
termy	throughput	ascii	3	total_ns	1262659000	ns
termy	throughput	ascii	median	inner_ns	1065918000	ns
termy	throughput	ascii	median	mib_per_s	140.7	mib_s
termy	throughput	unicode	1	inner_ns	992886000	ns
termy	throughput	unicode	1	total_ns	1193342000	ns
termy	throughput	unicode	2	inner_ns	991478000	ns
termy	throughput	unicode	2	total_ns	1178300000	ns
termy	throughput	unicode	3	inner_ns	996189000	ns
termy	throughput	unicode	3	total_ns	1192902000	ns
termy	throughput	unicode	median	inner_ns	992886000	ns
termy	throughput	unicode	median	mib_per_s	151.1	mib_s
kitty	throughput	ascii	1	inner_ns	1469017000	ns
kitty	throughput	ascii	1	total_ns	1812852000	ns
kitty	throughput	ascii	2	inner_ns	1426178000	ns
kitty	throughput	ascii	2	total_ns	1712907000	ns
kitty	throughput	ascii	3	inner_ns	1432196000	ns
kitty	throughput	ascii	3	total_ns	1693902000	ns
kitty	throughput	ascii	median	inner_ns	1432196000	ns
kitty	throughput	ascii	median	mib_per_s	104.7	mib_s
kitty	throughput	unicode	1	inner_ns	1289579000	ns
kitty	throughput	unicode	1	total_ns	1569541000	ns
kitty	throughput	unicode	2	inner_ns	1296312000	ns
kitty	throughput	unicode	2	total_ns	1575025000	ns
kitty	throughput	unicode	3	inner_ns	1295678000	ns
kitty	throughput	unicode	3	total_ns	1581539000	ns
kitty	throughput	unicode	median	inner_ns	1295678000	ns
kitty	throughput	unicode	median	mib_per_s	115.8	mib_s
noa	scroll	-	1	inner_ns	242380000	ns
noa	scroll	-	2	inner_ns	228237000	ns
noa	scroll	-	3	inner_ns	256936000	ns
noa	scroll	-	median	inner_ns	242380000	ns
noa	scroll	-	median	mib_per_s	165.1	mib_s
ghostty	scroll	-	1	inner_ns	968047000	ns
ghostty	scroll	-	2	inner_ns	967279000	ns
ghostty	scroll	-	3	inner_ns	960565000	ns
ghostty	scroll	-	median	inner_ns	967279000	ns
ghostty	scroll	-	median	mib_per_s	41.4	mib_s
termy	scroll	-	1	inner_ns	275135000	ns
termy	scroll	-	2	inner_ns	276798000	ns
termy	scroll	-	3	inner_ns	273315000	ns
termy	scroll	-	median	inner_ns	275135000	ns
termy	scroll	-	median	mib_per_s	145.4	mib_s
kitty	scroll	-	1	inner_ns	385567000	ns
kitty	scroll	-	2	inner_ns	375844000	ns
kitty	scroll	-	3	inner_ns	382255000	ns
kitty	scroll	-	median	inner_ns	382255000	ns
kitty	scroll	-	median	mib_per_s	104.7	mib_s
noa	meta	-	-	equalized	grid=120x40;font=Menlo@14;ligatures-off;bg-off	note
ghostty	meta	-	-	equalized	grid=120x40;font=Menlo@14;clean-config	note
termy	meta	-	-	equalized	grid=NATIVE-DEFAULT(no-size-key);font=Menlo@14	note
kitty	meta	-	-	equalized	grid=120x40;font=Menlo@14;config=NONE	note
