terminal	axis	variant	rep	metric	value	unit
noa	throughput	ascii	1	inner_ns	986015000	ns
noa	throughput	ascii	1	total_ns	1216316000	ns
noa	throughput	ascii	median	inner_ns	986015000	ns
noa	throughput	ascii	median	mib_per_s	0.0	mib_s
noa	throughput	unicode	1	inner_ns	897981000	ns
noa	throughput	unicode	1	total_ns	1128829000	ns
noa	throughput	unicode	median	inner_ns	897981000	ns
noa	throughput	unicode	median	mib_per_s	0.0	mib_s
noa	scroll	-	1	inner_ns	184442000	ns
noa	scroll	-	median	inner_ns	184442000	ns
noa	scroll	-	median	mib_per_s	0.0	mib_s
noa	latency	-	1	median_ns	13000	ns
noa	latency	-	1	p99_ns	32000	ns
noa	latency	-	1	min_ns	10000	ns
noa	latency	-	median	median_ns	13000	ns
noa	latency	-	median	p99_ns	32000	ns
noa	startup	-	1	total_ns	233027000	ns
noa	startup	-	2	total_ns	238291000	ns
noa	startup	-	median	total_ns	235659000	ns
